Module	Section	Sample Name	Source
QualiMap	rna_genome_results	S_75_0_S106506	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_75_0_S106506_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R3_S123910	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R3_S123910_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_81_0_S106512	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_81_0_S106512_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_63_0_S106494	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_63_0_S106494_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_18_0_S106453	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_18_0_S106453_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_28_0_S106462	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_28_0_S106462_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_12_0_S115928	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_12_0_S115928_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_31_0_S115949	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_31_0_S115949_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_25_0_S115943	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_25_0_S115943_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_15_0_S115933	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_15_0_S115933_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_106_0_S106536	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_106_0_S106536_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_45_0_S106476	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_45_0_S106476_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_83_0_S106514	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_83_0_S106514_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R11_S123918	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R11_S123918_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_52_0_S106481	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_52_0_S106481_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_44_0_S106473	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_44_0_S106473_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_27_0_S115945	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_27_0_S115945_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_7_0_S115925	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_7_0_S115925_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_18_0_S115934	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_18_0_S115934_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_56_0_S106485	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_56_0_S106485_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R1_S123908	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R1_S123908_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_74_0_S106503	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_74_0_S106503_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_57_0_S106488	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_57_0_S106488_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R22_S123891	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R22_S123891_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_101_0_S106532	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_101_0_S106532_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_85_0_S106516	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_85_0_S106516_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_8_0_S115924	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_8_0_S115924_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_38_0_S106467	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_38_0_S106467_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R33_S123904	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R33_S123904_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R20_S123889	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R20_S123889_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R26_S123895	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R26_S123895_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_64_0_S106493	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_64_0_S106493_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_102_0_S106531	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_102_0_S106531_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_3_0_S115921	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_3_0_S115921_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R10_S123915	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R10_S123915_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_17_0_S106454	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_17_0_S106454_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R4_S123909	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R4_S123909_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_39_0_S115957	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_39_0_S115957_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_55_0_S106486	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_55_0_S106486_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_8_0_S106449	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_8_0_S106449_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_93_0_S106524	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_93_0_S106524_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_50_0_S106479	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_50_0_S106479_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R12_S123917	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R12_S123917_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R29_S123900	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R29_S123900_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_100_0_S106529	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_100_0_S106529_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_29_0_S106461	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_29_0_S106461_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_92_0_S106521	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_92_0_S106521_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_59_0_S106490	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_59_0_S106490_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_28_0_S115944	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_28_0_S115944_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_35_0_S115953	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_35_0_S115953_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_70_0_S106499	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_70_0_S106499_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_26_0_S115942	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_26_0_S115942_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R30_S123899	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R30_S123899_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_7_0_S106450	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_7_0_S106450_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_71_0_S106502	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_71_0_S106502_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_47_0_S106478	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_47_0_S106478_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_49_0_S106480	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_49_0_S106480_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_94_0_S106523	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_94_0_S106523_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_26_0_S106460	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_26_0_S106460_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_36_0_S106465	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_36_0_S106465_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R16_S123921	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R16_S123921_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_37_0_S115955	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_37_0_S115955_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_77_0_S106508	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_77_0_S106508_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_62_0_S106491	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_62_0_S106491_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_34_0_S106463	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_34_0_S106463_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_30_0_S115946	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_30_0_S115946_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R19_S123890	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R19_S123890_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R7_S123914	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R7_S123914_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_54_0_S106483	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_54_0_S106483_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R6_S123911	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R6_S123911_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_97_0_S106528	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_97_0_S106528_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R8_S123913	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R8_S123913_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_96_0_S106525	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_96_0_S106525_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_24_0_S115940	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_24_0_S115940_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_104_0_S106533	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_104_0_S106533_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_109_0_S106537	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_109_0_S106537_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_46_0_S106475	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_46_0_S106475_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_84_0_S106513	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_84_0_S106513_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_36_0_S115952	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_36_0_S115952_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R35_S123906	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R35_S123906_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_69_0_S106500	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_69_0_S106500_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_53_0_S106484	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_53_0_S106484_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_22_0_S115938	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_22_0_S115938_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_20_0_S106455	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_20_0_S106455_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_4_0_S115920	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_4_0_S115920_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_61_0_S106492	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_61_0_S106492_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_86_0_S106515	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_86_0_S106515_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_66_0_S106495	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_66_0_S106495_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R14_S123919	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R14_S123919_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_80_0_S106509	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_80_0_S106509_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_90_0_S106519	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_90_0_S106519_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_41_0_S106472	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_41_0_S106472_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R34_S123903	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R34_S123903_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_20_0_S115936	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_20_0_S115936_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_13_0_S115931	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_13_0_S115931_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_6_0_S115922	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_6_0_S115922_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_89_0_S106520	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_89_0_S106520_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_5_0_S106448	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_5_0_S106448_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_88_0_S106517	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_88_0_S106517_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_16_0_S106451	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_16_0_S106451_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_51_0_S106482	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_51_0_S106482_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_4_0_S106446	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_4_0_S106446_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_19_0_S106456	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_19_0_S106456_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R21_S123892	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R21_S123892_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_27_0_S106459	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_27_0_S106459_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R18_S123923	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R18_S123923_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_23_0_S115941	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_23_0_S115941_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	S_99_0_S106530	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/S_99_0_S106530_qualimap/rnaseq_qc_results.txt
QualiMap	rna_genome_results	R31_S123902	/home/peter_r/bioinf_isilon/core_bioinformatics_unit/Internal/peter_repiscak/eva_konig/rna_seq/reports/QC_qualimap/R31_S123902_qualimap/rnaseq_qc_results.txt
